Event Code,EventName,Code,InUse,Error Description,Display,Custom Error Description,Possible Causes,Recommended Action
00403,health_check_too_few_batteries_info,00403,False,health_check_too_few_batteries_info,False,,,
00404,health_check_too_few_inverter_info,00404,False,health_check_too_few_inverter_info,False,,,
00405,health_check_too_few_mio_info,00405,False,health_check_too_few_mio_info,False,,,
00406,health_check_too_few_bms_info,00406,False,health_check_too_few_bms_info,False,,,
00407,health_check_too_many_batteries_info,00407,False,health_check_too_many_batteries_info,False,,,
00408,health_check_too_many_inverter_info,00408,False,health_check_too_many_inverter_info,False,,,
00409,health_check_too_many_mio_info,00409,False,health_check_too_many_mio_info,False,,,
00410,health_check_too_many_bms_info,00410,False,health_check_too_many_bms_info,False,,,
00411,health_check_unassigned_battery_info,00411,False,health_check_unassigned_battery_info,False,,,
00412,health_check_unassigned_inverter_info,00412,False,health_check_unassigned_inverter_info,False,,,
00413,health_check_unassigned_mio_info,00413,False,health_check_unassigned_mio_info,False,,,
00414,health_check_unassigned_bms_info,00414,False,health_check_unassigned_bms_info,False,,,
00415,health_check_net_ct_no_c_meter_info,00415,False,health_check_net_ct_no_c_meter_info,False,,,
00416,health_check_net_ct_no_inverter_info,00416,False,health_check_net_ct_no_inverter_info,False,,,
00417,health_check_net_ct_too_many_inverter_info,00417,False,health_check_net_ct_too_many_inverter_info,False,,,
00418,health_check_net_ct_inconsistent_changes_info,00418,False,health_check_net_ct_inconsistent_changes_info,False,,,
00419,health_check_communication_outage_info,00419,False,health_check_communication_outage_info,False,,,
00550,mi_firmware_no_backup_support_info,00550,True,Microinverter firmware does not support backup mode,True,Microinverter firmware does not support backup mode,Microinverter firmware is not up to date,This message is for informational purposes only. No action is necessary at this time. Microinverter firmware may be updated remotely by SunPower at a later time.
01000,contactor_position_unknown_info,01000,False,contactor_position_unknown_info,False,,,
01001,contactor_open_info,01001,True,Contactor is open,True,Contactor is open,Contactor was opened,This message is for informational purposes only. No action required.
01002,contactor_closed_info,01002,True,Contactor is closed,True,Contactor is closed,Contactor was closed,This message is for informational purposes only. No action required.
01003,contactor_stuck_open_info,01003,False,contactor_stuck_open_info,False,,,
01004,contactor_stuck_closed_info,01004,False,contactor_stuck_closed_info,False,,,
01005,contactor_mismatched_open_info,01005,False,contactor_mismatched_open_info,False,,,
01006,contactor_mismatched_closed_info,01006,False,contactor_mismatched_closed_info,False,,,
01007,contactor_mismatched_stuck_open_info,01007,False,contactor_mismatched_stuck_open_info,False,,,
01008,contactor_mismatched_stuck_closed_info,01008,False,contactor_mismatched_stuck_closed_info,False,,,
01009,contactor_error_unknown_info,01009,False,contactor_error_unknown_info,False,,,
01010,hubplus_under_temperature_info,01010,False,hubplus_under_temperature_info,False,,,
01011,hubplus_over_temperature_info,01011,False,hubplus_over_temperature_info,False,,,
01012,hubplus_under_humidity_info,01012,False,hubplus_under_humidity_info,False,,,
01013,hubplus_over_humidity_info,01013,False,hubplus_over_humidity_info,False,,,
01014,rapid_shutdown_disconnected_info,01014,False,rapid_shutdown_disconnected_info,False,,,
01015,remote_poweroff_activated_info,01015,True,Remote power off was activated.,True,Remote power off was activated.,The Remote power off button was pressed.,This message is for informational purposes only. No action is necessary at this time.
01016,hubplus_acdc_supply_under_voltage_info,01016,False,hubplus_acdc_supply_under_voltage_info,False,,,
01017,hubplus_acdc_supply_over_voltage_info,01017,False,hubplus_acdc_supply_over_voltage_info,False,,,
01018,hubplus_inverter_aux_under_voltage_info,01018,False,hubplus_inverter_aux_under_voltage_info,False,,,
01019,hubplus_inverter_aux_over_voltage_info,01019,False,hubplus_inverter_aux_over_voltage_info,False,,,
01020,hubplus_supply_under_voltage_info,01020,False,hubplus_supply_under_voltage_info,False,,,
01021,hubplus_supply_over_voltage_info,01021,False,hubplus_supply_over_voltage_info,False,,,
01022,hubplus_jumpstart_detected_info,01022,True,Hub plus jumpstart detected,True,Hub plus jumpstart detected,PVS caused the hubplus to jumpstart,This message is for informational purposes only. No action is required.
01023,hubplus_jumpstart_active_info,01023,True,Hub plus jumpstart is active,True,Hub plus jumpstart is active,PVS caused the hubplus to jumpstart,This message is for informational purposes only. No action is required.
01024,hubplus_jumpstart_out_of_range_info,01024,False,hubplus_jumpstart_out_of_range_info,False,,,
01025,hubplus_communication_outage_info,01025,False,hubplus_communication_outage_info,False,,,
01026,hubplus_grid_voltage_outage_info,01026,False,hubplus_grid_voltage_outage_info,False,,,
01027,hubplus_load_voltage_outage_info,01027,False,hubplus_load_voltage_outage_info,False,,,
01028,hubplus_firmware_update_failure_info,01028,False,hubplus_firmware_update_failure_info,False,,,
01029,hubplus_fw_error_inval_info,01029,False,hubplus_fw_error_inval_info,False,,,
01030,hubplus_fw_error_spi_bsy_info,01030,False,hubplus_fw_error_spi_bsy_info,False,,,
01031,hubplus_fw_error_spi_inval_cs_info,01031,False,hubplus_fw_error_spi_inval_cs_info,False,,,
01032,hubplus_fw_error_spi_info,01032,False,hubplus_fw_error_spi_info,False,,,
01033,hubplus_fw_error_flash_w_key_info,01033,False,hubplus_fw_error_flash_w_key_info,False,,,
01034,hubplus_fw_error_flash_r_info,01034,False,hubplus_fw_error_flash_r_info,False,,,
01035,hubplus_fw_error_flash_crc_info,01035,False,hubplus_fw_error_flash_crc_info,False,,,
01036,hubplus_fw_error_flash_w_info,01036,False,hubplus_fw_error_flash_w_info,False,,,
01037,hubplus_fw_error_eeprom_info,01037,False,hubplus_fw_error_eeprom_info,False,,,
01038,hubplus_fw_error_eeprom_r_info,01038,False,hubplus_fw_error_eeprom_r_info,False,,,
01039,hubplus_fw_error_eeprom_w_info,01039,False,hubplus_fw_error_eeprom_w_info,False,,,
01040,hubplus_fw_error_led_drv_info,01040,False,hubplus_fw_error_led_drv_info,False,,,
01041,hubplus_fw_error_mbs_info,01041,False,hubplus_fw_error_mbs_info,False,,,
01042,hubplus_fw_error_btldr_en_key_info,01042,False,hubplus_fw_error_btldr_en_key_info,False,,,
01043,hubplus_fw_error_btldr_already_info,01043,False,hubplus_fw_error_btldr_already_info,False,,,
01044,hubplus_fw_error_btldr_data_ready_info,01044,False,hubplus_fw_error_btldr_data_ready_info,False,,,
01045,hubplus_fw_error_btldr_rsp_ready_info,01045,False,hubplus_fw_error_btldr_rsp_ready_info,False,,,
01046,hubplus_fw_error_contactor_protect_info,01046,False,hubplus_fw_error_contactor_protect_info,False,,,
01047,hubplus_fw_error_unknown_info,01047,False,hubplus_fw_error_unknown_info,False,,,
01048,hubplus_event_contactor_opened_info,01048,True,Contactor is open,True,Contactor is open,Contactor was opened,This message is for informational purposes only. No action required.
01049,hubplus_event_contactor_closed_info,01049,True,Contactor is closed,True,Contactor is closed,Contactor was closed,This message is for informational purposes only. No action required.
01050,hubplus_event_contactor_moved_info,01050,True,Contactor was moved,True,Contactor was moved,Contactor was moved manually or for an unknown reason.,This message is for informational purposes only. No action required.
01051,hubplus_event_grid_phase_loss_info,01051,True,Grid phase loss,True,Grid phase loss,Hub plus cannot detect a phase voltage on the grid side.,Check that L1 and L2 terminations on the grid side are made properly and that the MIDC board is installed correctly. Check that the white connector at the top of the MIDC board is connected and seated properly.
01052,hubplus_event_load_phase_loss_info,01052,True,Load phase loss,True,Load phase loss,Hub plus cannot detect a phase voltage on the load side.,Check that L1 and L2 terminations on the load side are made properly and that the MIDC board is installed correctly. Check that the white connector at the top of the MIDC board is connected and seated properly.
01053,hubplus_event_main_over_volt_info,01053,False,hubplus_event_main_over_volt_info,False,,,
01054,hubplus_event_main_under_volt_info,01054,False,hubplus_event_main_under_volt_info,False,,,
01055,hubplus_event_rsd_activated_info,01055,False,hubplus_event_rsd_activated_info,False,,,
01056,hubplus_event_midc_reboot_info,01056,False,hubplus_event_midc_reboot_info,False,,,
01057,hubplus_event_wdt_reboot_info,01057,False,hubplus_event_wdt_reboot_info,False,,,
01058,hubplus_event_uart_timeout_info,01058,False,hubplus_event_uart_timeout_info,False,,,
01059,hubplus_state_grid_meter_voltage_out_range_info,01059,False,hubplus_state_grid_meter_voltage_out_range_info,False,,,
01060,hubplus_state_grid_meter_phase_loss_info,01060,True,Meter phase loss,True,Meter phase loss,Hub plus cannot detect a phase presence.,Make sure production and consumption CTs are connected to the PVS.
02000,storage_inv_under_temperature_info,02000,False,storage_inv_under_temperature_info,False,,,
02001,storage_inv_over_temperature_info,02001,False,storage_inv_over_temperature_info,False,,,
02002,f1_ac_output_undervoltage_shutdown_info,02002,False,f1_ac_output_undervoltage_shutdown_info,False,,,
02003,f2_ac_output_overvoltage_shutdown_info,02003,False,f2_ac_output_overvoltage_shutdown_info,False,,,
02004,f17_ac1_l1_backfeed_fault_info,02004,False,f17_ac1_l1_backfeed_fault_info,False,,,
02005,f18_ac1_l2_backfeed_fault_info,02005,False,f18_ac1_l2_backfeed_fault_info,False,,,
02006,f19_ac2_l1_backfeed_fault_info,02006,False,f19_ac2_l1_backfeed_fault_info,False,,,
02007,f20_ac2_l2_backfeed_fault_info,02007,False,f20_ac2_l2_backfeed_fault_info,False,,,
02008,f21_ac_l1l2_backfeed_fault_info,02008,False,f21_ac_l1l2_backfeed_fault_info,False,,,
02009,f22_ac_l1_weld_backfeed_fault_info,02009,False,f22_ac_l1_weld_backfeed_fault_info,False,,,
02010,f23_antiislanding_fault_over_freq_info,02010,False,f23_antiislanding_fault_over_freq_info,False,,,
02011,f24_antiislanding_fault_under_freq_info,02011,False,f24_antiislanding_fault_under_freq_info,False,,,
02012,f25_antiislanding_over_freq_info,02012,False,f25_antiislanding_over_freq_info,False,,,
02013,f26_antiislanding_under_freq_info,02013,False,f26_antiislanding_under_freq_info,False,,,
02014,f27_antiislanding_l1_over_voltage_info,02014,False,f27_antiislanding_l1_over_voltage_info,False,,,
02015,f28_antiislanding_l2_over_voltage_info,02015,False,f28_antiislanding_l2_over_voltage_info,False,,,
02016,f29_antiislanding_over_voltage_info,02016,False,f29_antiislanding_over_voltage_info,False,,,
02017,f30_antiislanding_l1l2_over_voltage_info,02017,False,f30_antiislanding_l1l2_over_voltage_info,False,,,
02018,f31_antiislanding_l1_over_voltage_slow_info,02018,False,f31_antiislanding_l1_over_voltage_slow_info,False,,,
02019,f32_antiislanding_l2_over_voltage_slow_info,02019,False,f32_antiislanding_l2_over_voltage_slow_info,False,,,
02020,f33_antiislanding_l1l2_over_voltage_slow_info,02020,False,f33_antiislanding_l1l2_over_voltage_slow_info,False,,,
02021,f34_antiislanding_l1_under_voltage_slow_info,02021,False,f34_antiislanding_l1_under_voltage_slow_info,False,,,
02022,f35_antiislanding_l2_under_voltage_slow_info,02022,False,f35_antiislanding_l2_under_voltage_slow_info,False,,,
02023,f36_antiislanding_l1l2_under_voltage_slow_info,02023,False,f36_antiislanding_l1l2_under_voltage_slow_info,False,,,
02024,f37_antiislanding_l1_under_voltage_fast_info,02024,False,f37_antiislanding_l1_under_voltage_fast_info,False,,,
02025,f38_antiislanding_l2_under_voltage_fast_info,02025,False,f38_antiislanding_l2_under_voltage_fast_info,False,,,
02026,f39_antiislanding_under_voltage_fast_info,02026,False,f39_antiislanding_under_voltage_fast_info,False,,,
02027,f40_antiislanding_l1l2_under_voltage_fast_info,02027,False,f40_antiislanding_l1l2_under_voltage_fast_info,False,,,
02028,f41_aps_under_voltage_info,02028,False,f41_aps_under_voltage_info,False,,,
02029,f42_aps_over_voltage_info,02029,False,f42_aps_over_voltage_info,False,,,
02030,f44_battery_over_temperature_info,02030,False,f44_battery_over_temperature_info,False,,,
02031,f45_capacitor_over_temperature_info,02031,False,f45_capacitor_over_temperature_info,False,,,
02032,f46_controller_error_info,02032,False,f46_controller_error_info,False,,,
02033,f47_dc_under_voltage_immediate_info,02033,False,f47_dc_under_voltage_immediate_info,False,,,
02034,f48_dc_under_voltage_shutdown_info,02034,False,f48_dc_under_voltage_shutdown_info,False,,,
02035,f49_dc_over_voltage_shutdown_info,02035,False,f49_dc_over_voltage_shutdown_info,False,,,
02036,f51_eeprom_error_info,02036,False,f51_eeprom_error_info,False,,,
02037,f52_eeprom_error_cal_fail_info,02037,False,f52_eeprom_error_cal_fail_info,False,,,
02038,f53_eeprom_error_config_fail_info,02038,False,f53_eeprom_error_config_fail_info,False,,,
02039,f54_eeprom_error_default_fail_info,02039,False,f54_eeprom_error_default_fail_info,False,,,
02040,f55_eeprom_error_log_fail_info,02040,False,f55_eeprom_error_log_fail_info,False,,,
02041,f56_eeprom_error_strings_fail_info,02041,False,f56_eeprom_error_strings_fail_info,False,,,
02042,f57_fet1_over_temperature_shutdown_info,02042,False,f57_fet1_over_temperature_shutdown_info,False,,,
02043,f58_fet2_over_temperature_shutdown_info,02043,False,f58_fet2_over_temperature_shutdown_info,False,,,
02044,f59_configuration_copy_error_info,02044,False,f59_configuration_copy_error_info,False,,,
02045,f60_invalid_input_info,02045,False,f60_invalid_input_info,False,,,
02046,f61_invalid_warning_info,02046,False,f61_invalid_warning_info,False,,,
02047,f62_invalid_interrupt_info,02047,False,f62_invalid_interrupt_info,False,,,
02048,f63_ac_overload_primary_info,02048,False,f63_ac_overload_primary_info,False,,,
02049,f64_ac_overload_secondary_1s_info,02049,False,f64_ac_overload_secondary_1s_info,False,,,
02050,f65_ac_overload_2s_info,02050,True,Inverter overload,True,Inverter overload,Inverter was loaded over its continuous capacity of 7.5kW.,Make sure the loads on the back-up side are sized appropriately for the inverter power capacity.
02051,f66_system_configuration_error_info,02051,False,f66_system_configuration_error_info,False,,,
02052,f67_watchdog_reset_info,02052,False,f67_watchdog_reset_info,False,,,
02053,f68_transformer_over_temperature_info,02053,True,The transformer in the inverter is over temperature,True,The transformer in the inverter is over temperature,High load on inverter.,"If this problem continues to occur, consider replacing the inverter."
02054,f69_synchronization_signal_fault_info,02054,False,f69_synchronization_signal_fault_info,False,,,
02055,f70_3_phase_configuration_fault_info,02055,False,f70_3_phase_configuration_fault_info,False,,,
02056,f90_external_bms_disconnected_info,02056,False,f90_external_bms_disconnected_info,False,,,
02057,f71_battery_discharge_over_current_info,02057,False,f71_battery_discharge_over_current_info,False,,,
02058,f72_external_contactor_malfunction_info,02058,True,Contactor malfunction,True,Contactor malfunction,Inverter detected a problem with the contactor in the Hub+.,This message is for informational purposes. You may want to verify that the Aux connection between the XW pro inverter and the MIDC board in the Hub+ is made correctly.
02059,f73_battery_charge_over_current_info,02059,False,f73_battery_charge_over_current_info,False,,,
02060,f74_battery_under_voltage_info,02060,False,f74_battery_under_voltage_info,False,,,
02061,f75_battery_over_voltage_info,02061,False,f75_battery_over_voltage_info,False,,,
02062,f91_soc_level_lost_info,02062,False,f91_soc_level_lost_info,False,,,
02063,f92_gateway_comms_lost_info,02063,False,f92_gateway_comms_lost_info,False,,,
02064,f93_sunspec_controller_comms_lost_info,02064,False,f93_sunspec_controller_comms_lost_info,False,,,
02065,storage_inv_firmware_update_failure_info,02065,False,storage_inv_firmware_update_failure_info,False,,,
02066,storage_inv_communication_outage_info,02066,False,storage_inv_communication_outage_info,False,,,
02067,storage_inv_microgrid_info,02067,True,The inverter formed a microgrid,True,The inverter formed a microgrid,The inverter is now powering the backed-up loads.,This message is for informational purposes only. No action is required.
02068,storage_inv_microgrid_overload_info,02068,False,storage_inv_microgrid_overload_info,False,,,
03000,battery_low_state_of_charge_info,03000,False,battery_low_state_of_charge_info,False,,,
03001,battery_low_state_of_health_info,03001,False,battery_low_state_of_health_info,False,,,
03002,battery_communication_outage_info,03002,False,battery_communication_outage_info,False,,,
03003,battery_under_voltage_info,03003,False,battery_under_voltage_info,False,,,
03004,battery_over_voltage_info,03004,False,battery_over_voltage_info,False,,,
03005,battery_over_current_during_charge_info,03005,False,battery_over_current_during_charge_info,False,,,
03006,battery_over_power_during_charge_info,03006,False,battery_over_power_during_charge_info,False,,,
03007,battery_over_current_during_discharge_info,03007,False,battery_over_current_during_discharge_info,False,,,
03008,battery_over_power_during_discharge_info,03008,False,battery_over_power_during_discharge_info,False,,,
03009,battery_over_current_limit_during_charge_info,03009,False,battery_over_current_limit_during_charge_info,False,,,
03010,battery_over_current_limit_during_discharge_info,03010,False,battery_over_current_limit_during_discharge_info,False,,,
03011,battery_under_temperature_during_charge_info,03011,False,battery_under_temperature_during_charge_info,False,,,
03012,battery_over_temperature_during_charge_info,03012,False,battery_over_temperature_during_charge_info,False,,,
03013,battery_under_temperature_during_discharge_info,03013,False,battery_under_temperature_during_discharge_info,False,,,
03014,battery_over_temperature_during_discharge_info,03014,False,battery_over_temperature_during_discharge_info,False,,,
03015,battery_cell_delta_voltage_too_high_info,03015,False,battery_cell_delta_voltage_too_high_info,False,,,
03016,battery_cell_temperature_diff_too_high_info,03016,False,battery_cell_temperature_diff_too_high_info,False,,,
03017,battery_state_of_charge_low_info,03017,False,battery_state_of_charge_low_info,False,,,
03018,battery_pack_will_be_turned_off_info,03018,False,battery_pack_will_be_turned_off_info,False,,,
03019,battery_internal_communication_fail_info,03019,False,battery_internal_communication_fail_info,False,,,
03020,battery_hardware_under_voltage_info,03020,False,battery_hardware_under_voltage_info,False,,,
03021,battery_hardware_over_voltage_info,03021,False,battery_hardware_over_voltage_info,False,,,
03022,battery_hardware_over_current_info,03022,False,battery_hardware_over_current_info,False,,,
03023,battery_hardware_over_temperature_info,03023,False,battery_hardware_over_temperature_info,False,,,
03024,battery_adc_module_fault_info,03024,False,battery_adc_module_fault_info,False,,,
03025,battery_afe_mcu_comm_error_info,03025,False,battery_afe_mcu_comm_error_info,False,,,
03026,battery_pre_charge_failure_info,03026,False,battery_pre_charge_failure_info,False,,,
03027,battery_contactor_welded_info,03027,False,battery_contactor_welded_info,False,,,
03028,battery_pos_contactor_drive_fault_info,03028,False,battery_pos_contactor_drive_fault_info,False,,,
03029,battery_pre_charge_contactor_drive_fault_info,03029,False,battery_pre_charge_contactor_drive_fault_info,False,,,
03030,battery_neg_contactor_drive_fault_info,03030,False,battery_neg_contactor_drive_fault_info,False,,,
03031,battery_pos_contactor_offline_info,03031,False,battery_pos_contactor_offline_info,False,,,
03032,battery_pre_charge_contactor_offline_info,03032,False,battery_pre_charge_contactor_offline_info,False,,,
03033,battery_neg_contactor_offline_info,03033,False,battery_neg_contactor_offline_info,False,,,
03034,battery_pos_contactor_welded_info,03034,False,battery_pos_contactor_welded_info,False,,,
03035,battery_neg_contactor_welded_info,03035,False,battery_neg_contactor_welded_info,False,,,
03036,battery_pack_enumeration_error_info,03036,False,battery_pack_enumeration_error_info,False,,,
03037,battery_master_slave_communication_error_info,03037,False,battery_master_slave_communication_error_info,False,,,
03038,battery_soft_start_failure_info,03038,False,battery_soft_start_failure_info,False,,,
03039,battery_internal_failure_info,03039,False,battery_internal_failure_info,False,,,
03040,battery_cell_under_voltage_info,03040,False,battery_cell_under_voltage_info,False,,,
03041,battery_cell_over_voltage_info,03041,False,battery_cell_over_voltage_info,False,,,
03042,battery_cell_delta_voltage_info,03042,False,battery_cell_delta_voltage_info,False,,,
03043,battery_state_of_health_info,03043,False,battery_state_of_health_info,False,,,
03044,battery_firmware_update_failure_info,03044,False,battery_firmware_update_failure_info,False,,,
04000,esshub_under_temperature_info,04000,False,esshub_under_temperature_info,False,,,
04001,esshub_over_temperature_info,04001,False,esshub_over_temperature_info,False,,,
04002,esshub_under_humidity_info,04002,False,esshub_under_humidity_info,False,,,
04003,esshub_over_humidity_info,04003,False,esshub_over_humidity_info,False,,,
04004,esshub_gateway_output_under_voltage_info,04004,False,esshub_gateway_output_under_voltage_info,False,,,
04005,esshub_gateway_output_over_voltage_info,04005,False,esshub_gateway_output_over_voltage_info,False,,,
04006,esshub_dcdc_supply_under_voltage_info,04006,False,esshub_dcdc_supply_under_voltage_info,False,,,
04007,esshub_dcdc_supply_over_voltage_info,04007,False,esshub_dcdc_supply_over_voltage_info,False,,,
04008,esshub_supply_under_voltage_info,04008,False,esshub_supply_under_voltage_info,False,,,
04009,esshub_supply_over_voltage_info,04009,False,esshub_supply_over_voltage_info,False,,,
04010,esshub_communication_outage_info,04010,False,esshub_communication_outage_info,False,,,
04011,esshub_fw_error_inval_info,04011,False,esshub_fw_error_inval_info,False,,,
04012,esshub_fw_error_spi_bsy_info,04012,False,esshub_fw_error_spi_bsy_info,False,,,
04013,esshub_fw_error_spi_inval_cs_info,04013,False,esshub_fw_error_spi_inval_cs_info,False,,,
04014,esshub_fw_error_spi_info,04014,False,esshub_fw_error_spi_info,False,,,
04015,esshub_fw_error_flash_w_key_info,04015,False,esshub_fw_error_flash_w_key_info,False,,,
04016,esshub_fw_error_flash_r_info,04016,False,esshub_fw_error_flash_r_info,False,,,
04017,esshub_fw_error_flash_crc_info,04017,False,esshub_fw_error_flash_crc_info,False,,,
04018,esshub_fw_error_flash_w_info,04018,False,esshub_fw_error_flash_w_info,False,,,
04019,esshub_fw_error_eeprom_info,04019,False,esshub_fw_error_eeprom_info,False,,,
04020,esshub_fw_error_eeprom_r_info,04020,False,esshub_fw_error_eeprom_r_info,False,,,
04021,esshub_fw_error_eeprom_w_info,04021,False,esshub_fw_error_eeprom_w_info,False,,,
04022,esshub_fw_error_led_drv_info,04022,False,esshub_fw_error_led_drv_info,False,,,
04023,esshub_fw_error_mbs_info,04023,False,esshub_fw_error_mbs_info,False,,,
04024,esshub_fw_error_btldr_en_key_info,04024,False,esshub_fw_error_btldr_en_key_info,False,,,
04025,esshub_fw_error_btldr_already_info,04025,False,esshub_fw_error_btldr_already_info,False,,,
04026,esshub_fw_error_btldr_data_ready_info,04026,False,esshub_fw_error_btldr_data_ready_info,False,,,
04027,esshub_fw_error_btldr_rsp_ready_info,04027,False,esshub_fw_error_btldr_rsp_ready_info,False,,,
04028,esshub_fw_error_contactor_protect_info,04028,False,esshub_fw_error_contactor_protect_info,False,,,
04029,esshub_fw_error_unknown_info,04029,False,esshub_fw_error_unknown_info,False,,,
04030,esshub_firmware_update_failure_info,04030,False,esshub_firmware_update_failure_info,False,,,
05000,gateway_communication_outage_info,05000,False,gateway_communication_outage_info,False,,,
05001,gateway_firmware_update_failure_info,05001,False,gateway_firmware_update_failure_info,False,,,
05002,gateway_bulk_settings_failure_info,05002,False,gateway_bulk_settings_failure_info,False,,,
06000,pvs_cmeter_ac_grid_1n_under_voltage_info,06000,False,pvs_cmeter_ac_grid_1n_under_voltage_info,False,,,
06001,pvs_cmeter_ac_grid_1n_over_voltage_info,06001,False,pvs_cmeter_ac_grid_1n_over_voltage_info,False,,,
06002,pvs_cmeter_ac_grid_2n_under_voltage_info,06002,False,pvs_cmeter_ac_grid_2n_under_voltage_info,False,,,
06003,pvs_cmeter_ac_grid_2n_over_voltage_info,06003,False,pvs_cmeter_ac_grid_2n_over_voltage_info,False,,,
06004,pvs_cmeter_ac_grid_12_under_voltage_info,06004,False,pvs_cmeter_ac_grid_12_under_voltage_info,False,,,
06005,pvs_cmeter_ac_grid_12_over_voltage_info,06005,False,pvs_cmeter_ac_grid_12_over_voltage_info,False,,,
06006,pvs_cmeter_ac_grid_under_frequency_info,06006,False,pvs_cmeter_ac_grid_under_frequency_info,False,,,
06007,pvs_cmeter_ac_grid_over_frequency_info,06007,False,pvs_cmeter_ac_grid_over_frequency_info,False,,,
10000,component_check_no_midc_warning,10000,False,component_check_no_midc_warning,False,,,
10001,component_check_no_mio_warning,10001,False,component_check_no_mio_warning,False,,,
10002,component_check_no_gw_warning,10002,False,component_check_no_gw_warning,False,,,
10003,component_check_no_inverter_warning,10003,False,component_check_no_inverter_warning,False,,,
10004,component_check_no_bms_warning,10004,False,component_check_no_bms_warning,False,,,
10005,component_check_too_many_inverters_warning,10005,False,component_check_too_many_inverters_warning,False,,,
10006,component_check_mio_xw_mismatch_warning,10006,False,component_check_mio_xw_mismatch_warning,False,,,
10007,component_check_too_few_batteries_warning,10007,False,component_check_too_few_batteries_warning,False,,,
10008,component_check_too_many_batteries_warning,10008,False,component_check_too_many_batteries_warning,False,,,
10015,mapping_inverter_no_batteries_warning,10015,False,mapping_inverter_no_batteries_warning,False,,,
10016,mapping_inverter_partial_batteries_warning,10016,False,mapping_inverter_partial_batteries_warning,False,,,
10017,mapping_batteries_no_inverter_warning,10017,False,mapping_batteries_no_inverter_warning,False,,,
10018,mapping_inverter_too_many_batteries_warning,10018,False,mapping_inverter_too_many_batteries_warning,False,,,
10019,mapping_battery_more_than_one_inverter_warning,10019,False,mapping_battery_more_than_one_inverter_warning,False,,,
10020,mapping_mio_no_inverter_warning,10020,False,mapping_mio_no_inverter_warning,False,,,
10021,mapping_inverter_no_mio_warning,10021,False,mapping_inverter_no_mio_warning,False,,,
10022,mapping_inverter_too_many_mio_warning,10022,False,mapping_inverter_too_many_mio_warning,False,,,
10023,mapping_mio_more_than_one_inverter_warning,10023,False,mapping_mio_more_than_one_inverter_warning,False,,,
10024,mapping_bms_no_inverter_warning,10024,False,mapping_bms_no_inverter_warning,False,,,
10025,mapping_inverter_no_bms_warning,10025,False,mapping_inverter_no_bms_warning,False,,,
10026,mapping_inverter_too_many_bms_warning,10026,False,mapping_inverter_too_many_bms_warning,False,,,
10027,mapping_bms_more_than_one_inverter_warning,10027,False,mapping_bms_more_than_one_inverter_warning,False,,,
10028,mapping_no_inverter_warning,10028,False,mapping_no_inverter_warning,False,,,
